mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202320,20,05/14/2023,05/20/2023,2022-2023,Influenza,2900,31,0.0106896552,159911,12520,0.08,05/18/2024,202320-Influenza
202320,20,05/14/2023,05/20/2023,2022-2023,Parainfluenza,1436,51,0.0355153203,54729,1721,0.03,05/18/2024,202320-Parainfluenza
202320,20,05/14/2023,05/20/2023,2022-2023,RSV,1770,6,0.0033898305,117122,6521,0.06,05/18/2024,202320-RSV
202320,20,05/14/2023,05/20/2023,2022-2023,Rhinovirus/Enterovirus,825,178,0.2157575758,36977,6053,0.16,05/18/2024,202320-Rhinovirus/Enterovirus
202320,20,05/14/2023,05/20/2023,2022-2023,SARS-CoV-2,2356,91,0.0386247878,189102,13332,0.07,05/18/2024,202320-SARS-CoV-2
202320,20,05/14/2023,05/20/2023,2022-2023,Seasonal Coronaviruses,1434,7,0.0048814505,55142,1543,0.03,05/18/2024,202320-Seasonal Coronaviruses
202321,21,05/21/2023,05/27/2023,2022-2023,Adenovirus,860,52,0.0604651163,37658,1461,0.04,05/25/2024,202321-Adenovirus
202321,21,05/21/2023,05/27/2023,2022-2023,Human Metapneumovirus,861,12,0.0139372822,38127,1401,0.04,05/25/2024,202321-Human Metapneumovirus
202321,21,05/21/2023,05/27/2023,2022-2023,Influenza,2882,35,0.0121443442,162793,12555,0.08,05/25/2024,202321-Influenza
202321,21,05/21/2023,05/27/2023,2022-2023,Parainfluenza,1452,77,0.053030303,56181,1798,0.03,05/25/2024,202321-Parainfluenza
202321,21,05/21/2023,05/27/2023,2022-2023,RSV,1816,2,0.0011013216,118938,6523,0.05,05/25/2024,202321-RSV
202321,21,05/21/2023,05/27/2023,2022-2023,Rhinovirus/Enterovirus,860,184,0.2139534884,37837,6237,0.16,05/25/2024,202321-Rhinovirus/Enterovirus
202321,21,05/21/2023,05/27/2023,2022-2023,SARS-CoV-2,2276,75,0.0329525483,191378,13407,0.07,05/25/2024,202321-SARS-CoV-2
202321,21,05/21/2023,05/27/2023,2022-2023,Seasonal Coronaviruses,1451,8,0.005513439,56593,1551,0.03,05/25/2024,202321-Seasonal Coronaviruses
202322,22,05/28/2023,06/03/2023,2022-2023,Adenovirus,827,39,0.0471584039,38485,1500,0.04,06/01/2024,202322-Adenovirus
202322,22,05/28/2023,06/03/2023,2022-2023,Human Metapneumovirus,829,6,0.0072376357,38956,1407,0.04,06/01/2024,202322-Human Metapneumovirus
202322,22,05/28/2023,06/03/2023,2022-2023,Influenza,2846,32,0.011243851,165639,12587,0.08,06/01/2024,202322-Influenza
202322,22,05/28/2023,06/03/2023,2022-2023,Parainfluenza,1438,67,0.0465924896,57619,1865,0.03,06/01/2024,202322-Parainfluenza
202322,22,05/28/2023,06/03/2023,2022-2023,RSV,1834,4,0.0021810251,120772,6527,0.05,06/01/2024,202322-RSV
202322,22,05/28/2023,06/03/2023,2022-2023,Rhinovirus/Enterovirus,827,156,0.1886336155,38664,6393,0.17,06/01/2024,202322-Rhinovirus/Enterovirus
202322,22,05/28/2023,06/03/2023,2022-2023,SARS-CoV-2,1924,60,0.0311850312,193302,13467,0.07,06/01/2024,202322-SARS-CoV-2
202322,22,05/28/2023,06/03/2023,2022-2023,Seasonal Coronaviruses,1436,6,0.004178273,58029,1557,0.03,06/01/2024,202322-Seasonal Coronaviruses
202323,23,06/04/2023,06/10/2023,2022-2023,Adenovirus,814,36,0.0442260442,39299,1536,0.04,06/08/2024,202323-Adenovirus
202323,23,06/04/2023,06/10/2023,2022-2023,Human Metapneumovirus,815,4,0.0049079755,39771,1411,0.04,06/08/2024,202323-Human Metapneumovirus
202323,23,06/04/2023,06/10/2023,2022-2023,Influenza,2921,17,0.0058199247,168560,12604,0.07,06/08/2024,202323-Influenza
202323,23,06/04/2023,06/10/2023,2022-2023,Parainfluenza,1481,67,0.0452397029,59100,1932,0.03,06/08/2024,202323-Parainfluenza
202323,23,06/04/2023,06/10/2023,2022-2023,RSV,1846,2,0.0010834236,122618,6529,0.05,06/08/2024,202323-RSV
202323,23,06/04/2023,06/10/2023,2022-2023,Rhinovirus/Enterovirus,814,154,0.1891891892,39478,6547,0.17,06/08/2024,202323-Rhinovirus/Enterovirus
202323,23,06/04/2023,06/10/2023,2022-2023,SARS-CoV-2,1995,69,0.0345864662,195297,13536,0.07,06/08/2024,202323-SARS-CoV-2
202323,23,06/04/2023,06/10/2023,2022-2023,Seasonal Coronaviruses,1480,8,0.0054054054,59509,1565,0.03,06/08/2024,202323-Seasonal Coronaviruses
202324,24,06/11/2023,06/17/2023,2022-2023,Adenovirus,652,32,0.0490797546,39951,1568,0.04,06/15/2024,202324-Adenovirus
202324,24,06/11/2023,06/17/2023,2022-2023,Human Metapneumovirus,656,6,0.0091463415,40427,1417,0.04,06/15/2024,202324-Human Metapneumovirus
202324,24,06/11/2023,06/17/2023,2022-2023,Influenza,2595,15,0.0057803468,171155,12619,0.07,06/15/2024,202324-Influenza
202324,24,06/11/2023,06/17/2023,2022-2023,Parainfluenza,1238,54,0.0436187399,60338,1986,0.03,06/15/2024,202324-Parainfluenza
202324,24,06/11/2023,06/17/2023,2022-2023,RSV,1606,2,0.00124533,124224,6531,0.05,06/15/2024,202324-RSV
202324,24,06/11/2023,06/17/2023,2022-2023,Rhinovirus/Enterovirus,652,112,0.1717791411,40130,6659,0.17,06/15/2024,202324-Rhinovirus/Enterovirus
202324,24,06/11/2023,06/17/2023,2022-2023,SARS-CoV-2,1831,49,0.0267613326,197128,13585,0.07,06/15/2024,202324-SARS-CoV-2
202324,24,06/11/2023,06/17/2023,2022-2023,Seasonal Coronaviruses,1234,6,0.0048622366,60743,1571,0.03,06/15/2024,202324-Seasonal Coronaviruses
202325,25,06/18/2023,06/24/2023,2022-2023,Adenovirus,665,20,0.030075188,40616,1588,0.04,06/22/2024,202325-Adenovirus
202325,25,06/18/2023,06/24/2023,2022-2023,Human Metapneumovirus,667,1,0.0014992504,41094,1418,0.03,06/22/2024,202325-Human Metapneumovirus
202325,25,06/18/2023,06/24/2023,2022-2023,Influenza,2493,15,0.0060168472,173648,12634,0.07,06/22/2024,202325-Influenza
202325,25,06/18/2023,06/24/2023,2022-2023,Parainfluenza,1270,36,0.0283464567,61608,2022,0.03,06/22/2024,202325-Parainfluenza
202325,25,06/18/2023,06/24/2023,2022-2023,RSV,1553,7,0.004507405,125777,6538,0.05,06/22/2024,202325-RSV
202325,25,06/18/2023,06/24/2023,2022-2023,Rhinovirus/Enterovirus,665,91,0.1368421053,40795,6750,0.17,06/22/2024,202325-Rhinovirus/Enterovirus
202325,25,06/18/2023,06/24/2023,2022-2023,SARS-CoV-2,1639,50,0.0305064063,198767,13635,0.07,06/22/2024,202325-SARS-CoV-2
202325,25,06/18/2023,06/24/2023,2022-2023,Seasonal Coronaviruses,1268,3,0.0023659306,62011,1574,0.03,06/22/2024,202325-Seasonal Coronaviruses
202326,26,06/25/2023,07/01/2023,2022-2023,Adenovirus,679,28,0.0412371134,41295,1616,0.04,06/29/2024,202326-Adenovirus
202326,26,06/25/2023,07/01/2023,2022-2023,Human Metapneumovirus,680,4,0.0058823529,41774,1422,0.03,06/29/2024,202326-Human Metapneumovirus
202326,26,06/25/2023,07/01/2023,2022-2023,Influenza,2373,3,0.0012642225,176021,12637,0.07,06/29/2024,202326-Influenza
202326,26,06/25/2023,07/01/2023,2022-2023,Parainfluenza,1211,38,0.0313790256,62819,2060,0.03,06/29/2024,202326-Parainfluenza
202326,26,06/25/2023,07/01/2023,2022-2023,RSV,1498,4,0.002670227,127275,6542,0.05,06/29/2024,202326-RSV
202326,26,06/25/2023,07/01/2023,2022-2023,Rhinovirus/Enterovirus,679,68,0.1001472754,41474,6818,0.16,06/29/2024,202326-Rhinovirus/Enterovirus
202326,26,06/25/2023,07/01/2023,2022-2023,SARS-CoV-2,1585,41,0.0258675079,200352,13676,0.07,06/29/2024,202326-SARS-CoV-2
202326,26,06/25/2023,07/01/2023,2022-2023,Seasonal Coronaviruses,1210,5,0.0041322314,63221,1579,0.02,06/29/2024,202326-Seasonal Coronaviruses
202327,27,07/02/2023,07/08/2023,2022-2023,Adenovirus,720,31,0.0430555556,42015,1647,0.04,07/06/2024,202327-Adenovirus
202327,27,07/02/2023,07/08/2023,2022-2023,Human Metapneumovirus,720,3,0.0041666667,42494,1425,0.03,07/06/2024,202327-Human Metapneumovirus
202327,27,07/02/2023,07/08/2023,2022-2023,Influenza,2629,4,0.0015214911,178650,12641,0.07,07/06/2024,202327-Influenza
202327,27,07/02/2023,07/08/2023,2022-2023,Parainfluenza,1365,24,0.0175824176,64184,2084,0.03,07/06/2024,202327-Parainfluenza
202327,27,07/02/2023,07/08/2023,2022-2023,RSV,1614,3,0.0018587361,128889,6545,0.05,07/06/2024,202327-RSV
202327,27,07/02/2023,07/08/2023,2022-2023,Rhinovirus/Enterovirus,720,76,0.1055555556,42194,6894,0.16,07/06/2024,202327-Rhinovirus/Enterovirus
202327,27,07/02/2023,07/08/2023,2022-2023,SARS-CoV-2,1768,57,0.032239819,202120,13733,0.07,07/06/2024,202327-SARS-CoV-2
202327,27,07/02/2023,07/08/2023,2022-2023,Seasonal Coronaviruses,1365,3,0.0021978022,64586,1582,0.02,07/06/2024,202327-Seasonal Coronaviruses
202328,28,07/09/2023,07/15/2023,2022-2023,Adenovirus,818,20,0.0244498778,42833,1667,0.04,07/13/2024,202328-Adenovirus
202328,28,07/09/2023,07/15/2023,2022-2023,Human Metapneumovirus,824,0,0,43318,1425,0.03,07/13/2024,202328-Human Metapneumovirus
202328,28,07/09/2023,07/15/2023,2022-2023,Influenza,2705,3,0.0011090573,181355,12644,0.07,07/13/2024,202328-Influenza
202328,28,07/09/2023,07/15/2023,2022-2023,Parainfluenza,1481,33,0.0222822417,65665,2117,0.03,07/13/2024,202328-Parainfluenza
202328,28,07/09/2023,07/15/2023,2022-2023,RSV,1676,7,0.004176611,130565,6552,0.05,07/13/2024,202328-RSV
202328,28,07/09/2023,07/15/2023,2022-2023,Rhinovirus/Enterovirus,818,86,0.1051344743,43012,6980,0.16,07/13/2024,202328-Rhinovirus/Enterovirus
202328,28,07/09/2023,07/15/2023,2022-2023,SARS-CoV-2,1866,66,0.0353697749,203986,13799,0.07,07/13/2024,202328-SARS-CoV-2
202328,28,07/09/2023,07/15/2023,2022-2023,Seasonal Coronaviruses,1475,4,0.0027118644,66061,1586,0.02,07/13/2024,202328-Seasonal Coronaviruses
202329,29,07/16/2023,07/22/2023,2022-2023,Adenovirus,743,37,0.0497981157,43576,1704,0.04,07/20/2024,202329-Adenovirus
202329,29,07/16/2023,07/22/2023,2022-2023,Human Metapneumovirus,745,3,0.0040268456,44063,1428,0.03,07/20/2024,202329-Human Metapneumovirus
202329,29,07/16/2023,07/22/2023,2022-2023,Influenza,2596,8,0.0030816641,183951,12652,0.07,07/20/2024,202329-Influenza
202329,29,07/16/2023,07/22/2023,2022-2023,Parainfluenza,1381,41,0.0296886314,67046,2158,0.03,07/20/2024,202329-Parainfluenza
202329,29,07/16/2023,07/22/2023,2022-2023,RSV,1602,8,0.0049937578,132167,6560,0.05,07/20/2024,202329-RSV
202329,29,07/16/2023,07/22/2023,2022-2023,Rhinovirus/Enterovirus,743,89,0.1197846568,43755,7069,0.16,07/20/2024,202329-Rhinovirus/Enterovirus
202329,29,07/16/2023,07/22/2023,2022-2023,SARS-CoV-2,1805,75,0.0415512465,205791,13874,0.07,07/20/2024,202329-SARS-CoV-2
202329,29,07/16/2023,07/22/2023,2022-2023,Seasonal Coronaviruses,1379,2,0.0014503263,67440,1588,0.02,07/20/2024,202329-Seasonal Coronaviruses
202330,30,07/23/2023,07/29/2023,2022-2023,Adenovirus,610,11,0.0180327869,44186,1715,0.04,07/27/2024,202330-Adenovirus
202330,30,07/23/2023,07/29/2023,2022-2023,Human Metapneumovirus,613,1,0.0016313214,44676,1429,0.03,07/27/2024,202330-Human Metapneumovirus
202330,30,07/23/2023,07/29/2023,2022-2023,Influenza,2490,5,0.0020080321,186441,12657,0.07,07/27/2024,202330-Influenza
202330,30,07/23/2023,07/29/2023,2022-2023,Parainfluenza,1168,16,0.0136986301,68214,2174,0.03,07/27/2024,202330-Parainfluenza
202330,30,07/23/2023,07/29/2023,2022-2023,RSV,1516,6,0.0039577836,133683,6566,0.05,07/27/2024,202330-RSV
202330,30,07/23/2023,07/29/2023,2022-2023,Rhinovirus/Enterovirus,610,68,0.1114754098,44365,7137,0.16,07/27/2024,202330-Rhinovirus/Enterovirus
202330,30,07/23/2023,07/29/2023,2022-2023,SARS-CoV-2,1813,102,0.056260342,207604,13976,0.07,07/27/2024,202330-SARS-CoV-2
202330,30,07/23/2023,07/29/2023,2022-2023,Seasonal Coronaviruses,1165,4,0.0034334764,68605,1592,0.02,07/27/2024,202330-Seasonal Coronaviruses
202331,31,07/30/2023,08/05/2023,2022-2023,Adenovirus,646,21,0.0325077399,44832,1736,0.04,08/03/2024,202331-Adenovirus
202331,31,07/30/2023,08/05/2023,2022-2023,Human Metapneumovirus,646,5,0.0077399381,45322,1434,0.03,08/03/2024,202331-Human Metapneumovirus
202331,31,07/30/2023,08/05/2023,2022-2023,Influenza,2834,9,0.0031757234,189275,12666,0.07,08/03/2024,202331-Influenza
202331,31,07/30/2023,08/05/2023,2022-2023,Parainfluenza,1300,22,0.0169230769,69514,2196,0.03,08/03/2024,202331-Parainfluenza
202331,31,07/30/2023,08/05/2023,2022-2023,RSV,1649,10,0.0060642814,135332,6576,0.05,08/03/2024,202331-RSV
202331,31,07/30/2023,08/05/2023,2022-2023,Rhinovirus/Enterovirus,646,82,0.1269349845,45011,7219,0.16,08/03/2024,202331-Rhinovirus/Enterovirus
202331,31,07/30/2023,08/05/2023,2022-2023,SARS-CoV-2,1914,124,0.0647857889,209518,14100,0.07,08/03/2024,202331-SARS-CoV-2
202331,31,07/30/2023,08/05/2023,2022-2023,Seasonal Coronaviruses,1300,5,0.0038461538,69905,1597,0.02,08/03/2024,202331-Seasonal Coronaviruses
202332,32,08/06/2023,08/12/2023,2022-2023,Adenovirus,687,21,0.0305676856,45519,1757,0.04,08/10/2024,202332-Adenovirus
202332,32,08/06/2023,08/12/2023,2022-2023,Human Metapneumovirus,689,6,0.0087082729,46011,1440,0.03,08/10/2024,202332-Human Metapneumovirus
202332,32,08/06/2023,08/12/2023,2022-2023,Influenza,2939,16,0.0054440286,192214,12682,0.07,08/10/2024,202332-Influenza
202332,32,08/06/2023,08/12/2023,2022-2023,Parainfluenza,1355,20,0.0147601476,70869,2216,0.03,08/10/2024,202332-Parainfluenza
202332,32,08/06/2023,08/12/2023,2022-2023,RSV,1730,13,0.0075144509,137062,6589,0.05,08/10/2024,202332-RSV
202332,32,08/06/2023,08/12/2023,2022-2023,Rhinovirus/Enterovirus,687,106,0.154294032,45698,7325,0.16,08/10/2024,202332-Rhinovirus/Enterovirus
202332,32,08/06/2023,08/12/2023,2022-2023,SARS-CoV-2,2108,152,0.0721062619,211626,14252,0.07,08/10/2024,202332-SARS-CoV-2
202332,32,08/06/2023,08/12/2023,2022-2023,Seasonal Coronaviruses,1353,2,0.0014781966,71258,1599,0.02,08/10/2024,202332-Seasonal Coronaviruses
202333,33,08/13/2023,08/19/2023,2022-2023,Adenovirus,700,18,0.0257142857,46219,1775,0.04,08/17/2024,202333-Adenovirus
202333,33,08/13/2023,08/19/2023,2022-2023,Human Metapneumovirus,704,1,0.0014204545,46715,1441,0.03,08/17/2024,202333-Human Metapneumovirus
202333,33,08/13/2023,08/19/2023,2022-2023,Influenza,3061,11,0.0035935969,195275,12693,0.07,08/17/2024,202333-Influenza
202333,33,08/13/2023,08/19/2023,2022-2023,Parainfluenza,1316,23,0.0174772036,72185,2239,0.03,08/17/2024,202333-Parainfluenza
202333,33,08/13/2023,08/19/2023,2022-2023,RSV,1878,9,0.0047923323,138940,6598,0.05,08/17/2024,202333-RSV
202333,33,08/13/2023,08/19/2023,2022-2023,Rhinovirus/Enterovirus,700,96,0.1371428571,46398,7421,0.16,08/17/2024,202333-Rhinovirus/Enterovirus
202333,33,08/13/2023,08/19/2023,2022-2023,SARS-CoV-2,2155,200,0.0928074246,213781,14452,0.07,08/17/2024,202333-SARS-CoV-2
202333,33,08/13/2023,08/19/2023,2022-2023,Seasonal Coronaviruses,1312,5,0.0038109756,72570,1604,0.02,08/17/2024,202333-Seasonal Coronaviruses
202334,34,08/20/2023,08/26/2023,2022-2023,Adenovirus,676,18,0.0266272189,46895,1793,0.04,08/24/2024,202334-Adenovirus
202334,34,08/20/2023,08/26/2023,2022-2023,Human Metapneumovirus,678,2,0.0029498525,47393,1443,0.03,08/24/2024,202334-Human Metapneumovirus
202334,34,08/20/2023,08/26/2023,2022-2023,Influenza,3349,16,0.0047775455,198624,12709,0.06,08/24/2024,202334-Influenza
202334,34,08/20/2023,08/26/2023,2022-2023,Parainfluenza,1308,15,0.0114678899,73493,2254,0.03,08/24/2024,202334-Parainfluenza
202334,34,08/20/2023,08/26/2023,2022-2023,RSV,2104,14,0.0066539924,141044,6612,0.05,08/24/2024,202334-RSV
202334,34,08/20/2023,08/26/2023,2022-2023,Rhinovirus/Enterovirus,676,96,0.1420118343,47074,7517,0.16,08/24/2024,202334-Rhinovirus/Enterovirus
202334,34,08/20/2023,08/26/2023,2022-2023,SARS-CoV-2,2517,266,0.1056813667,216298,14718,0.07,08/24/2024,202334-SARS-CoV-2
202334,34,08/20/2023,08/26/2023,2022-2023,Seasonal Coronaviruses,1294,2,0.0015455951,73864,1606,0.02,08/24/2024,202334-Seasonal Coronaviruses
202335,35,08/27/2023,09/02/2023,2022-2023,Adenovirus,782,14,0.0179028133,47677,1807,0.04,08/31/2024,202335-Adenovirus
202335,35,08/27/2023,09/02/2023,2022-2023,Human Metapneumovirus,782,4,0.0051150895,48175,1447,0.03,08/31/2024,202335-Human Metapneumovirus
202335,35,08/27/2023,09/02/2023,2022-2023,Influenza,3789,6,0.0015835313,202413,12715,0.06,08/31/2024,202335-Influenza
202335,35,08/27/2023,09/02/2023,2022-2023,Parainfluenza,1454,25,0.0171939477,74947,2279,0.03,08/31/2024,202335-Parainfluenza
202335,35,08/27/2023,09/02/2023,2022-2023,RSV,2392,14,0.0058528428,143436,6626,0.05,08/31/2024,202335-RSV
202335,35,08/27/2023,09/02/2023,2022-2023,Rhinovirus/Enterovirus,782,171,0.2186700767,47856,7688,0.16,08/31/2024,202335-Rhinovirus/Enterovirus
202335,35,08/27/2023,09/02/2023,2022-2023,SARS-CoV-2,2741,206,0.0751550529,219039,14924,0.07,08/31/2024,202335-SARS-CoV-2
202335,35,08/27/2023,09/02/2023,2022-2023,Seasonal Coronaviruses,1454,1,0.0006877579,75318,1607,0.02,08/31/2024,202335-Seasonal Coronaviruses
202336,36,09/03/2023,09/09/2023,2022-2023,Adenovirus,813,16,0.0196801968,48490,1823,0.04,09/07/2024,202336-Adenovirus
202336,36,09/03/2023,09/09/2023,2022-2023,Human Metapneumovirus,815,3,0.0036809816,48990,1450,0.03,09/07/2024,202336-Human Metapneumovirus
202336,36,09/03/2023,09/09/2023,2022-2023,Influenza,4043,8,0.0019787287,206456,12723,0.06,09/07/2024,202336-Influenza
202336,36,09/03/2023,09/09/2023,2022-2023,Parainfluenza,1454,37,0.0254470426,76401,2316,0.03,09/07/2024,202336-Parainfluenza
202336,36,09/03/2023,09/09/2023,2022-2023,RSV,2539,17,0.0066955494,145975,6643,0.05,09/07/2024,202336-RSV
202336,36,09/03/2023,09/09/2023,2022-2023,Rhinovirus/Enterovirus,813,220,0.270602706,48669,7908,0.16,09/07/2024,202336-Rhinovirus/Enterovirus
202336,36,09/03/2023,09/09/2023,2022-2023,SARS-CoV-2,2935,237,0.0807495741,221974,15161,0.07,09/07/2024,202336-SARS-CoV-2
202336,36,09/03/2023,09/09/2023,2022-2023,Seasonal Coronaviruses,1452,1,0.0006887052,76770,1608,0.02,09/07/2024,202336-Seasonal Coronaviruses
202337,37,09/10/2023,09/16/2023,2022-2023,Adenovirus,862,20,0.0232018561,49352,1843,0.04,09/14/2024,202337-Adenovirus
202337,37,09/10/2023,09/16/2023,2022-2023,Human Metapneumovirus,865,2,0.0023121387,49855,1452,0.03,09/14/2024,202337-Human Metapneumovirus
202337,37,09/10/2023,09/16/2023,2022-2023,Influenza,4336,17,0.0039206642,210792,12740,0.06,09/14/2024,202337-Influenza
202337,37,09/10/2023,09/16/2023,2022-2023,Parainfluenza,1609,32,0.0198881293,78010,2348,0.03,09/14/2024,202337-Parainfluenza
202337,37,09/10/2023,09/16/2023,2022-2023,RSV,2763,37,0.0133912414,148738,6680,0.04,09/14/2024,202337-RSV
202337,37,09/10/2023,09/16/2023,2022-2023,Rhinovirus/Enterovirus,862,233,0.2703016241,49531,8141,0.16,09/14/2024,202337-Rhinovirus/Enterovirus
202337,37,09/10/2023,09/16/2023,2022-2023,SARS-CoV-2,3217,259,0.0805097917,225191,15420,0.07,09/14/2024,202337-SARS-CoV-2
202337,37,09/10/2023,09/16/2023,2022-2023,Seasonal Coronaviruses,1606,2,0.00124533,78376,1610,0.02,09/14/2024,202337-Seasonal Coronaviruses
202338,38,09/17/2023,09/23/2023,2022-2023,Adenovirus,831,20,0.0240673887,50183,1863,0.04,09/21/2024,202338-Adenovirus
202338,38,09/17/2023,09/23/2023,2022-2023,Human Metapneumovirus,835,1,0.0011976048,50690,1453,0.03,09/21/2024,202338-Human Metapneumovirus
202338,38,09/17/2023,09/23/2023,2022-2023,Influenza,4107,13,0.0031653275,214899,12753,0.06,09/21/2024,202338-Influenza
202338,38,09/17/2023,09/23/2023,2022-2023,Parainfluenza,1480,34,0.022972973,79490,2382,0.03,09/21/2024,202338-Parainfluenza
202338,38,09/17/2023,09/23/2023,2022-2023,RSV,2663,33,0.0123920391,151401,6713,0.04,09/21/2024,202338-RSV
202338,38,09/17/2023,09/23/2023,2022-2023,Rhinovirus/Enterovirus,831,195,0.2346570397,50362,8336,0.17,09/21/2024,202338-Rhinovirus/Enterovirus
202338,38,09/17/2023,09/23/2023,2022-2023,SARS-CoV-2,3046,214,0.0702560735,228237,15634,0.07,09/21/2024,202338-SARS-CoV-2
202338,38,09/17/2023,09/23/2023,2022-2023,Seasonal Coronaviruses,1476,3,0.0020325203,79852,1613,0.02,09/21/2024,202338-Seasonal Coronaviruses
202339,39,09/24/2023,09/30/2023,2022-2023,Adenovirus,845,19,0.0224852071,51028,1882,0.04,09/28/2024,202339-Adenovirus
202339,39,09/24/2023,09/30/2023,2022-2023,Human Metapneumovirus,847,0,0,51537,1453,0.03,09/28/2024,202339-Human Metapneumovirus
202339,39,09/24/2023,09/30/2023,2022-2023,Influenza,4171,14,0.0033565092,219070,12767,0.06,09/28/2024,202339-Influenza
202339,39,09/24/2023,09/30/2023,2022-2023,Parainfluenza,1456,39,0.0267857143,80946,2421,0.03,09/28/2024,202339-Parainfluenza
202339,39,09/24/2023,09/30/2023,2022-2023,RSV,2700,58,0.0214814815,154101,6771,0.04,09/28/2024,202339-RSV
202339,39,09/24/2023,09/30/2023,2022-2023,Rhinovirus/Enterovirus,845,201,0.2378698225,51207,8537,0.17,09/28/2024,202339-Rhinovirus/Enterovirus
202339,39,09/24/2023,09/30/2023,2022-2023,SARS-CoV-2,2983,199,0.0667113644,231220,15833,0.07,09/28/2024,202339-SARS-CoV-2
202339,39,09/24/2023,09/30/2023,2022-2023,Seasonal Coronaviruses,1454,1,0.0006877579,81306,1614,0.02,09/28/2024,202339-Seasonal Coronaviruses
202340,40,10/01/2023,10/07/2023,2023-2024,Adenovirus,878,31,0.0353075171,878,31,0.04,10/07/2023,202340-Adenovirus
202340,40,10/01/2023,10/07/2023,2023-2024,Human Metapneumovirus,883,3,0.0033975085,883,3,0.00,10/07/2023,202340-Human Metapneumovirus
202340,40,10/01/2023,10/07/2023,2023-2024,Influenza,4323,31,0.0071709461,4323,31,0.01,10/07/2023,202340-Influenza
202340,40,10/01/2023,10/07/2023,2023-2024,Parainfluenza,1567,54,0.034460753,1567,54,0.03,10/07/2023,202340-Parainfluenza
202340,40,10/01/2023,10/07/2023,2023-2024,RSV,2744,68,0.0247813411,2744,68,0.02,10/07/2023,202340-RSV
202340,40,10/01/2023,10/07/2023,2023-2024,Rhinovirus/Enterovirus,878,179,0.2038724374,878,179,0.20,10/07/2023,202340-Rhinovirus/Enterovirus
202340,40,10/01/2023,10/07/2023,2023-2024,SARS-CoV-2,2938,148,0.0503744044,2938,148,0.05,10/07/2023,202340-SARS-CoV-2
202340,40,10/01/2023,10/07/2023,2023-2024,Seasonal Coronaviruses,1562,4,0.0025608195,1562,4,0.00,10/07/2023,202340-Seasonal Coronaviruses
202341,41,10/08/2023,10/14/2023,2023-2024,Adenovirus,887,35,0.0394588501,1765,66,0.04,10/14/2023,202341-Adenovirus
202341,41,10/08/2023,10/14/2023,2023-2024,Human Metapneumovirus,891,4,0.0044893378,1774,7,0.00,10/14/2023,202341-Human Metapneumovirus
202341,41,10/08/2023,10/14/2023,2023-2024,Influenza,4391,44,0.0100204965,8714,75,0.01,10/14/2023,202341-Influenza
202341,41,10/08/2023,10/14/2023,2023-2024,Parainfluenza,1581,61,0.0385831752,3148,115,0.04,10/14/2023,202341-Parainfluenza
202341,41,10/08/2023,10/14/2023,2023-2024,RSV,2774,101,0.0364095169,5518,169,0.03,10/14/2023,202341-RSV
